설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
인천나비공원,전체,인천광역시,부평구,지역문화시설,LGU+,,2011-01,인천광역시 부평구 평천로 26-47,,인천광역시 부평구청,032-509-6174,37.520237,126.692663,2018-02-14,3540000,인천광역시 부평구,
부평깡시장,전체,인천광역시,부평구,기타,LGU+,,2013-12,인천광역시 부평구 주부토로32번길 25,,인천광역시 부평구청,032-509-6174,37.497853,126.726528,2018-02-14,3540000,인천광역시 부평구,
삼산농산물도매시장,전체,인천광역시,부평구,기타,SKT,,2013-12,인천광역시 부평구 영성동로 46,,인천광역시 부평구청,032-509-6174,37.522146,126.748779,2018-02-14,3540000,인천광역시 부평구,
부평자유시장,전체,인천광역시,부평구,기타,LGU+,,2015-01,인천광역시 부평구 대정로 50,,인천광역시 부평구청,032-509-6174,37.494663,126.725434,2018-02-14,3540000,인천광역시 부평구,
부평종합시장,전체,인천광역시,부평구,기타,SKT,,2015-01,인천광역시 부평구 부흥로316번길 38-3,,인천광역시 부평구청,032-509-6174,37.496406,126.726551,2018-02-14,3540000,인천광역시 부평구,
부평구청,전체,인천광역시,부평구,관공서,LGU+,,2011-01,인천광역시 부평구 부평대로 168,,인천광역시 부평구청,032-509-6174,37.507033,126.721913,2018-02-14,3540000,인천광역시 부평구,
부평구 의회,전체,인천광역시,부평구,관공서,LGU+,,2011-01,인천광역시 부평구 부평대로 168,,인천광역시 부평구청,032-509-6174,37.507033,126.721913,2018-02-14,3540000,인천광역시 부평구,
부평1동주민센터,민원실,인천광역시,부평구,관공서,LGU+,,2011-01,인천광역시 부평구 부평문화로37번길 1,,인천광역시 부평구청,032-509-6174,37.494248,126.719975,2018-02-14,3540000,인천광역시 부평구,
부평2동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2012-06,인천광역시 부평구 부평로16번길 5,,인천광역시 부평구청,032-509-6174,37.486843,126.717942,2018-02-14,3540000,인천광역시 부평구,
부평3동주민센터,민원실,인천광역시,부평구,관공서,LGU+,,2015-10,인천광역시 부평구 마장로 82,,인천광역시 부평구청,032-509-6174,37.485997,126.708277,2018-02-14,3540000,인천광역시 부평구,
부평4동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2012-06,인천광역시 부평구 주부토로 65,,인천광역시 부평구청,032-509-6174,37.500781,126.724915,2018-02-14,3540000,인천광역시 부평구,
부평5동주민센터,민원실,인천광역시,부평구,관공서,KT,,2011-01,인천광역시 부평구 부평문화로106번길 17,,인천광역시 부평구청,032-509-6174,37.493623,126.728339,2018-02-14,3540000,인천광역시 부평구,
부평6동주민센터,민원실,인천광역시,부평구,관공서,LGU+,,2015-01,인천광역시 부평구 육동로 13-5,,인천광역시 부평구청,032-509-6174,37.486415,126.724442,2018-02-14,3540000,인천광역시 부평구,
산곡1동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2012-06,인천광역시 부평구 마장로319번길 52,,인천광역시 부평구청,032-509-6174,37.506865,126.700245,2018-02-14,3540000,인천광역시 부평구,
산곡2동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2012-06,인천광역시 부평구 안남로 255,,인천광역시 부평구청,032-509-6174,37.505843,126.708611,2018-02-14,3540000,인천광역시 부평구,
산곡3동주민센터,민원실,인천광역시,부평구,관공서,KT,,2011-01,인천광역시 부평구 경원대로 126-2,,인천광역시 부평구청,032-509-6174,37.490646,126.709444,2018-02-14,3540000,인천광역시 부평구,
산곡4동주민센터,민원실,인천광역시,부평구,관공서,KT,,2011-01,인천광역시 부평구 부흥로173번길 68,,인천광역시 부평구청,032-509-6174,37.501704,126.711441,2018-02-14,3540000,인천광역시 부평구,
청천1동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2011-01,인천광역시 부평구 산청로87번길 1,,인천광역시 부평구청,032-509-6174,37.516729,126.701776,2018-02-14,3540000,인천광역시 부평구,
청천2동주민센터,민원실,인천광역시,부평구,관공서,LGU+,,2011-01,인천광역시 부평구 마장로410번길 5,,인천광역시 부평구청,032-509-6174,37.514816,126.704476,2018-02-14,3540000,인천광역시 부평구,
갈산1동주민센터,민원실,인천광역시,부평구,관공서,KT,,2011-01,인천광역시 부평구 주부토로 254,,인천광역시 부평구청,032-509-6174,37.517561,126.727161,2018-02-14,3540000,인천광역시 부평구,
갈산2동주민센터,민원실,인천광역시,부평구,관공서,KT,,2011-01,인천광역시 부평구 주부토로 173,,인천광역시 부평구청,032-509-6174,37.510728,126.725692,2018-02-14,3540000,인천광역시 부평구,
삼산1동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2012-06,인천광역시 부평구 후정동로 9,,인천광역시 부평구청,032-509-6174,37.518393,126.737691,2018-02-14,3540000,인천광역시 부평구,
삼산2동주민센터,민원실,인천광역시,부평구,관공서,KT,,2011-01,인천광역시 부평구 굴포로 137,,인천광역시 부평구청,032-509-6174,37.511757,126.736385,2018-02-14,3540000,인천광역시 부평구,
부개1동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2012-06,인천광역시 부평구 마분로4번길 10,,인천광역시 부평구청,032-509-6174,37.484785,126.736969,2018-02-14,3540000,인천광역시 부평구,
부개2동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2012-06,인천광역시 부평구 동수천로 104,,인천광역시 부평구청,032-509-6174,37.494758,126.737106,2018-02-14,3540000,인천광역시 부평구,
부개3동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2012-06,인천광역시 부평구 길주남로 117,,인천광역시 부평구청,032-509-6174,37.504298,126.734691,2018-02-14,3540000,인천광역시 부평구,
일신동주민센터,민원실,인천광역시,부평구,관공서,SKT,,2012-06,인천광역시 부평구 경인로1148번길 5,,인천광역시 부평구청,032-509-6174,37.484454,126.746967,2018-02-14,3540000,인천광역시 부평구,
십정1동주민센터,민원실,인천광역시,부평구,관공서,KT,,2012-06,인천광역시 부평구 열우물로 103,,인천광역시 부평구청,032-509-6174,37.475791,126.696114,2018-02-14,3540000,인천광역시 부평구,
십정2동주민센터,민원실,인천광역시,부평구,관공서,KT,,2011-01,인천광역시 부평구 동암산로33번길 6-7,,인천광역시 부평구청,032-509-6174,37.473818,126.707888,2018-02-14,3540000,인천광역시 부평구,
부평구보건소,민원실,인천광역시,부평구,관공서,KT,,2011-01,인천광역시 부평구 부흥로 291,,인천광역시 부평구청,032-509-6174,37.498777,126.724251,2018-02-14,3540000,인천광역시 부평구,
인천북구도서관,민원실,인천광역시,부평구,교육시설,KT,,2011-01,인천광역시 부평구 신트리로 21,,인천광역시 부평구청,032-509-6174,37.506571,126.723584,2018-02-14,3540000,인천광역시 부평구,
십정종합시장,전체,인천광역시,부평구,기타,LGU+,,2015-01,인천광역시 부평구 배곶남로21번길 18,,인천광역시 부평구청,032-509-6174,37.473365,126.695456,2018-02-14,3540000,인천광역시 부평구,
부평구청소년수련관,전체,인천광역시,부평구,교육시설,KT,,2015-01,인천광역시 부평구 체육관로 76,,인천광역시 부평구청,032-509-6174,37.508244,126.740192,2018-02-14,3540000,인천광역시 부평구,
부평구노인복지관,전체,인천광역시,부평구,서민복지시설,KT,,2013-12,인천광역시 부평구 굴포로 114,,인천광역시 부평구청,032-509-6174,37.511138,126.733768,2018-02-14,3540000,인천광역시 부평구,
부평장애인종합복지관,전체,인천광역시,부평구,서민복지시설,KT,,2013-12,인천광역시 부평구 일신로 25,,인천광역시 부평구청,032-509-6174,37.482997,126.746163,2018-02-14,3540000,인천광역시 부평구,
굿프랜드,전체,인천광역시,부평구,서민복지시설,LGU+,,2015-01,인천광역시 부평구 경인로701번길 26,,인천광역시 부평구청,032-509-6174,37.472658,126.707289,2018-02-14,3540000,인천광역시 부평구,
송암보호작업장,전체,인천광역시,부평구,서민복지시설,LGU+,,2015-01,인천광역시 부평구 일신로 25,,인천광역시 부평구청,032-509-6174,37.482754,126.746289,2018-02-14,3540000,인천광역시 부평구,
성동보호작업장,전체,인천광역시,부평구,서민복지시설,SKT,,2015-01,인천광역시 부평구 경인로 880,,인천광역시 부평구청,032-509-6174,37.484652,126.718327,2018-02-14,3540000,인천광역시 부평구,
어깨동무 지역아동센터,전체,인천광역시,부평구,서민복지시설,SKT,,2015-01,"인천광역시 부평구 세월천로 55, 3층",,인천광역시 부평구청,032-509-6174,37.512916,126.703298,2018-02-14,3540000,인천광역시 부평구,
참사랑 지역아동센터,전체,인천광역시,부평구,서민복지시설,SKT,,2015-01,인천광역시 부평구 길주로354번길 24,,인천광역시 부평구청,032-509-6174,37.507407,126.700792,2018-02-14,3540000,인천광역시 부평구,
진흥종합시장,전체,인천광역시,부평구,기타,LGU+,,2015-10,인천광역시 부평구 부흥로304번길 27,,인천광역시 부평구청,032-509-6174,37.496896,126.726215,2018-02-14,3540000,인천광역시 부평구,
부평어울림센터,전체,인천광역시,부평구,관공서,LGU+,,2015-10,인천광역시 부평구 장제로 235,,인천광역시 부평구청,032-509-6174,37.506549,126.730902,2018-02-14,3540000,인천광역시 부평구,
동수작은도서관,전체,인천광역시,부평구,교육시설,LGU+,,2015-10,인천광역시 부평구 동수북로166번길 20,,인천광역시 부평구청,032-509-6174,37.488019,126.724305,2018-02-14,3540000,인천광역시 부평구,
산곡글향기도서관,전체,인천광역시,부평구,교육시설,LGU+,,2015-10,인천광역시 부평구 마장로319번길 52,,인천광역시 부평구청,032-509-6174,37.506865,126.700245,2018-02-14,3540000,인천광역시 부평구,
샘터작은도서관,전체,인천광역시,부평구,교육시설,SKT,,2015-10,인천광역시 부평구 동암산로33번길 6-7,,인천광역시 부평구청,032-509-6174,37.473818,126.707888,2018-02-14,3540000,인천광역시 부평구,
어은동 경로당,경로당입구,대전광역시,유성구,서민·복지시설,LG,,,,대전광역시 유성구 어은동 108,대전광역시 유성구청,042-611-2183,36.3626301,127.3553581,2018-01-01,3670000,대전광역시 유성구,
대전시립박물관_별관,박물관내,대전광역시,유성구,지역문화시설,SK,,,,대전광역시 유성구 상대동 488,대전광역시 유성구청,042-611-2183,36.3376537,127.3357673,2018-01-01,3670000,대전광역시 유성구,
대전시립박물관,박물관내,대전광역시,유성구,지역문화시설,SK,,,,대전광역시 유성구 상대동 488,대전광역시 유성구청,042-611-2183,36.3362363,127.3349091,2018-01-01,3670000,대전광역시 유성구,
도안문화공원,공원,대전광역시,유성구,지역문화시설,SK,,,,대전광역시 유성구 상대동 488,대전광역시 유성구청,042-611-2183,36.3367721,127.3334713,2018-01-01,3670000,대전광역시 유성구,
장대동공영주차장,주차장1층 천장,대전광역시,유성구,교통시설,LG,,,,대전광역시 유성구 장대동 263-4,대전광역시 유성구청,042-611-2183,36.3599631,127.3318461,2018-01-01,3670000,대전광역시 유성구,
"진잠체육관(1층,2층)","1층 , 2층 천장",대전광역시,유성구,기타,LG,,,,대전광역시 유성구 원내동 358,대전광역시 유성구청,042-611-2183,36.2949841,127.3206111,2018-01-01,3670000,대전광역시 유성구,
"구즉체육관(1층,2층)","1층 , 2층 천장",대전광역시,유성구,기타,LG,,,,대전광역시 유성구 송강동 9,대전광역시 유성구청,042-611-2183,36.4349801,127.3840941,2018-01-01,3670000,대전광역시 유성구,
전민동 제2경로당,방,대전광역시,유성구,서민·복지시설,LG,,,,대전광역시 유성구 전민동 346-6,대전광역시 유성구청,042-611-2183,36.3983121,127.4011331,2018-01-01,3670000,대전광역시 유성구,
전민동 제1경로당,"큰방, 작은방",대전광역시,유성구,서민·복지시설,LG,,,,대전광역시 유성구 전민동 369-1,대전광역시 유성구청,042-611-2183,36.3977201,127.4032021,2018-01-01,3670000,대전광역시 유성구,
노은역 광장(동편),"광장, 지하매장, 지하철입구",대전광역시,유성구,기타,LG,,,,대전광역시 유성구 지족동 962,대전광역시 유성구청,042-611-2183,36.3748001,127.3224141,2018-01-01,3670000,대전광역시 유성구,
금성행복경로당,경로당입구,대전광역시,유성구,서민·복지시설,LG,,,,대전광역시 유성구 신성동 206,대전광역시 유성구청,042-611-2183,36.3871451,127.3484111,2018-01-01,3670000,대전광역시 유성구,
월드컵경기장,경기장,대전광역시,유성구,기타,KT,,,,대전광역시 유성구 노은동 270,대전광역시 유성구청,042-611-2183,36.3647931,127.3247551,2018-01-01,3670000,대전광역시 유성구,
장대8통 경로당,경로당입구,대전광역시,유성구,서민·복지시설,KT,,,,대전광역시 유성구 장대동 220-19,대전광역시 유성구청,042-611-2183,36.3591321,127.3287081,2018-01-01,3670000,대전광역시 유성구,
반석1통 경로당,경로당입구,대전광역시,유성구,서민·복지시설,KT,,,,대전광역시 유성구 반석동 463,대전광역시 유성구청,042-611-2183,36.3896491,127.2990841,2018-01-01,3670000,대전광역시 유성구,
노은3동 주민센터,민원실,대전광역시,유성구,관공서,KT,,,,대전광역시 유성구 지족동 1024-2,대전광역시 유성구청,042-611-2183,36.3831771,127.3011671,2018-01-01,3670000,대전광역시 유성구,
백운행복경로당,경로당입구,대전광역시,유성구,서민·복지시설,KT,,,,대전광역시 유성구 봉산동 792-3,대전광역시 유성구청,042-611-2183,36.4399971,127.3815941,2018-01-01,3670000,대전광역시 유성구,
성세병원,접수실,대전광역시,유성구,기타,KT,,,,대전광역시 유성구 봉명동 629-5,대전광역시 유성구청,042-611-2183,36.3577031,127.3452621,2018-01-01,3670000,대전광역시 유성구,
두드림공연장,공연장,대전광역시,유성구,지역문화시설,SK,,,,대전광역시 유성구 봉명동 574,대전광역시 유성구청,042-611-2183,36.3549371,127.3460531,2018-01-01,3670000,대전광역시 유성구,
유성시장_장터공연장,공연장,대전광역시,유성구,지역문화시설,SK,,,,대전광역시 유성구 장대동 279-4,대전광역시 유성구청,042-611-2183,36.3588941,127.3355631,2018-01-01,3670000,대전광역시 유성구,
