도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,
꿈터 작은도서관,서울특별시,강서구,작은도서관,일요일,09:00,18:00,09:00,13:00,00:00,00:00,30,7673,0,0,3,14,서울특별시 강서구 곰달래로 79,새마을문고,02-2600-7515,,,http://lib.gangseo.seoul.kr/small/index.jsp,37.530430,126.839378,2018-02-19,
초록향기 작은도서관,서울특별시,강서구,작은도서관,일요일,09:00,18:00,09:00,13:00,00:00,00:00,28,6758,0,0,3,14,서울특별시 강서구 초록마을로 5길 29,-,02-2600-7474,,,http://lib.gangseo.seoul.kr/small/index.jsp,37.544012,126.845461,2018-02-19,
큰마음 작은도서관,서울특별시,강서구,작은도서관,일요일,09:00,18:00,00:00,00:00,00:00,00:00,30,6050,0,0,3,14,서울특별시 강서구 화곡로63길 96,새마을문고,02-2600-7448,,,http://lib.gangseo.seoul.kr/small/index.jsp,37.558843,126.845710,2018-02-19,
등마루골 작은도서관,서울특별시,강서구,작은도서관,일요일,09:00,18:00,00:00,00:00,00:00,00:00,56,6541,0,0,3,14,서울특별시 강서구 등촌로143,-,02-2600-7381,,,http://lib.gangseo.seoul.kr/small/index.jsp,37.542568,126.862341,2018-02-19,
생각열매 작은도서관,서울특별시,강서구,작은도서관,일요일,09:00,18:00,09:00,13:00,00:00,00:00,16,7240,0,0,3,14,서울특별시 강서구 공항대로53가길 55,새마을문고,02-2600-7356,,,http://lib.gangseo.seoul.kr/small/index.jsp,37.555781,126.858347,2018-02-19,
아리향기 작은도서관,서울특별시,강서구,작은도서관,일요일,09:00,18:00,10:00,13:30,00:00,00:00,40,7822,0,0,3,14,서울특별시 강서구 양천로 67가길 63,2층(염창동주민센터)미지회,02-2600-7326,,,http://lib.gangseo.seoul.kr/small/index.jsp,37.553761,126.868736,2018-02-19,
가양도서관,서울특별시,강서구,공공도서관,월요일,09:00,22:00,09:00,22:00,00:00,00:00,411,25528,62,139,5,14,서울특별시 강서구 양천로 61길 101,학교법인그리스도의 교회학원,02-3665-8797,3014,1535,http://lib.gangseo.seoul.kr/small/index.jsp,37.561557,126.852055,2018-02-19,
꿈꾸는어린이도서관,서울특별시,강서구,공공도서관,월요일,09:00,22:00,09:00,22:00,00:00,00:00,271,59208,32,3005,5,14,서울특별시 강서구 공항대로 615,KC대학교,02-3663-4025,1100,855,http://lib.gangseo.seoul.kr,37.547290,126.871125,2018-02-19,
우장산숲속도서관,서울특별시,강서구,공공도서관,월요일,09:00,22:00,09:00,22:00,00:00,00:00,166,58584,23,217,5,14,서울특별시 강서구 우현로 34,영신교회,02-2696-6689,1653,601,http://lib.gangseo.seoul.kr,37.548178,126.839684,2018-02-19,
길꽃어린이도서관,서울특별시,강서구,공공도서관,월요일,09:00,22:00,09:00,22:00,00:00,00:00,200,57100,27,696,5,14,서울특별시 강서구 금낭화로24길 5,영신교회,02-2663-4764,669,757,http://lib.gangseo.seoul.kr,37.578673,126.811630,2018-02-19,
푸른들청소년도서관,서울특별시,강서구,공공도서관,월요일,09:00,22:00,09:00,22:00,00:00,00:00,103,54108,33,10934,5,14,서울특별시 강서구 강서로45다길 71,학교법인 백영학원,02-2691-1630,436,707,http://lib.gangseo.seoul.kr,37.544650,126.832990,2018-02-19,
강서영어도서관,서울특별시,강서구,공공도서관,월요일,09:00,18:00,09:00,18:00,00:00,00:00,177,28229,31,1437,5,14,서울특별시 강서구 곰달래로57가길 26,학교법인 백영학원,02-2061-2270,3278,541,http://lib.gangseo.seoul.kr,37.534578,126.858419,2018-02-19,
곰달래도서관,서울특별시,강서구,공공도서관,월요일,09:00,22:00,09:00,22:00,00:00,00:00,70,39839,93,835,5,14,서울특별시 강서구 강서로5길 50,학교법인 백영학원,02-2065-3786,3210,1641,http://lib.gangseo.seoul.kr,37.529061,126.846294,2018-02-19,
등빛도서관,서울특별시,강서구,공공도서관,매월마지막주 월요일,09:00,22:00,09:00,22:00,00:00,00:00,386,58359,97,2155,5,14,서울특별시 강서구 강서로62길 48,학교법인 백영학원,02-3664-6990,948,2281,http://lib.gangseo.seoul.kr,37.561594,126.836734,2018-02-19,
옥산도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,54,54240,57,1403,4,10,충청북도 청주시 흥덕구 오산5길 10,청주시 도서관평생학습본부,043-201-4175,9881.4,666.08,library.cheongju.go.kr/lib-ok,36.635004,127.323307,2018-01-01,
증평군립도서관,충청북도,증평군,공공도서관,매주 월요일,09:00,22:00,09:00,18:00,09:00,18:00,601,53145,38,3942,2,14,충청북도 증평군 증평읍 광장로 37,충청북도 증평군청,043-835-4671,3020,2917,lib.jp.go.kr,36.785000,127.581000,2018-01-01,
노은도서관,대전광역시,유성구,공공도서관,"매주 첫째,셋째주 월요일",08:00,22:00,08:00,22:00,08:00,22:00,569,64430,68,1506,5,14,대전광역시 유성구 노은동로 234번길 34,대전 유성구,042-601-6611,7523,3355,http://lib.yuseong.go.kr,36.381691,127.320637,2018-02-19,
유성도서관,대전광역시,유성구,공공도서관,매주 월요일,08:00,22:00,08:00,22:00,08:00,22:00,406,126049,49,8921,5,14,대전광역시 유성구 대덕대로 507-38,대전 유성구,042-601-6530,29063,2465,http://lib.yuseong.go.kr,36.378478,127.375985,2018-02-19,
진잠도서관,대전광역시,유성구,공공도서관,매주 월요일,08:00,22:00,08:00,22:00,08:00,22:00,484,63697,73,1329,5,14,대전광역시 유성구 진잠로160번길 19,대전 유성구,042-601-6591,1913,2590,http://lib.yuseong.go.kr,36.303137,127.319761,2018-02-19,
구암도서관,대전광역시,유성구,공공도서관,매주 월요일,08:00,22:00,08:00,22:00,08:00,22:00,317,17568,59,0,5,14,대전광역시 유성구 유성대로 626번길 57,대전 유성구,042-601-6630,2486,916,http://lib.yuseong.go.kr,36.349311,127.330311,2018-02-19,
구즉도서관,대전광역시,유성구,공공도서관,매주 월요일,08:00,22:00,08:00,22:00,08:00,22:00,372,99455,69,2067,5,14,대전광역시 유성구 와룡로37번길 20,대전 유성구,042-601-6511,2967,1496,http://lib.yuseong.go.kr,36.429471,127.380456,2018-02-19,
엑스포도서관,대전광역시,유성구,공공도서관,"매주 일,월요일",09:00,18:00,09:00,18:00,00:00,00:00,20,18371,11,0,5,14,대전광역시 유성구 엑스포로 448,대전 유성구,042-601-6583,,132,http://lib.yuseong.go.kr,36.399734,127.407736,2018-02-19,
신탄진평생학습도서관,대전광역시,대덕구,공공도서관,매주 금요일,07:00,22:00,07:00,22:00,07:00,22:00,1200,140409,25,6922,10,14,대전광역시 대덕구 신탄진동로 64,대전 대덕구,042-608-5511,8809,4891,https://lib.daedeok.go.kr,36.446511,127.437362,2018-02-19,
송촌평생학습도서관,대전광역시,대덕구,공공도서관,매주 금요일,08:00,22:00,08:00,21:00,08:00,21:00,650,65469,22,2075,10,14,대전광역시 대덕구 송촌로 59,대전 대덕구,042-608-5513,2523,1937,https://lib.daedeok.go.kr,36.360082,127.440157,2018-02-19,
안산평생학습도서관,대전광역시,대덕구,공공도서관,매주 월요일,07:00,22:00,07:00,22:00,07:00,22:00,530,141821,36,4531,10,14,대전광역시 대덕구 계족로 663번길 25,대전 대덕구,042-608-5512,3689,1938,https://lib.daedeok.go.kr,36.368222,127.427187,2018-02-19,
한밭도서관,대전광역시,중구,공공도서관,매주 월요일,07:00,23:00,07:00,23:00,07:00,23:00,656,802933,530,123515,5,14,대전광역시 중구 서문로 10,대전광역시,042-270-7420,19703,22457,http://www.hanbatlibrary.kr,36.309678,127.409648,2018-02-19,
학생교육문화원,대전광역시,중구,공공도서관,매주 화요일,08:00,22:00,08:00,22:00,08:00,22:00,801,106654,44,12609,10,14,대전광역시 중구 동서대로 1360,대전광역시교육청,042-229-1470,4500,4990,http://www.djsecc.or.kr,36.328625,127.410481,2018-02-19,
산성도서관,대전광역시,중구,공공도서관,매주 화요일,08:00,22:00,08:00,22:00,08:00,22:00,430,47991,56,1100,8,14,대전광역시 중구 산서로62번길 53,대전광역시교육청,042-220-0700,-,1503,http://www.djsecc.or.kr/M_library/,36.294991,127.386231,2018-02-19,
가오도서관,대전광역시,동구,공공도서관,매주 월요일,08:00,22:00,08:00,22:00,08:00,22:00,300,94073,31,3347,5,14,대전광역시 동구 동구청로 147,대전 동구,042-259-7051,2630,3409,http://lib.donggu.go.kr/html/library/gaolib/,36.311851,127.454827,2018-02-19,
판암도서관,대전광역시,동구,공공도서관,매주 월요일,09:00,18:00,09:00,18:00,09:00,18:00,80,32006,13,1155,5,14,대전광역시 동구 옥천로 180번길 20,대전 동구,042-259-7071,355,469,http://lib.donggu.go.kr/html/library/panamlib/,36.316391,127.460767,2018-02-19,
가양도서관,대전광역시,동구,공공도서관,매주 월요일,08:00,22:00,08:00,18:00,08:00,18:00,263,96878,20,3251,5,14,대전광역시 동구 우암로 277번길 72,대전 동구,042-259-7081,5358,2923,http://lib.donggu.go.kr/html/library/gayanglib/,36.348863,127.444931,2018-02-19,
무지개도서관,대전광역시,동구,공공도서관,"매주 토,일요일",09:00,18:00,00:00,00:00,00:00,00:00,71,27088,9,0,5,14,대전광역시 동구 동부로 56-22,대전 동구,042-259-7041,107,511,http://lib.donggu.go.kr/html/library/rainbowlib/,36.319877,127.459518,2018-02-19,
홍도도서관,대전광역시,동구,공공도서관,매주 월요일,09:00,18:00,09:00,13:00,09:00,13:00,100,38439,8,367,5,14,대전광역시 동구 동산초교로34번길 56,대전 동구,042-259-7561,931,,http://gaolib.donggu.go.kr/,36.349212,127.425953,2018-02-19,
성남도서관,대전광역시,동구,공공도서관,매주 월요일,09:00,18:00,09:00,18:00,09:00,18:00,120,37655,9,0,5,14,대전광역시 동구 성남로 38-5,대전 동구,042-259-7091,336,540,http://lib.donggu.go.kr/html/library/seongnamlib/,36.342301,127.429886,2018-02-19,
자양도서관,대전광역시,동구,공공도서관,"매주 토,일요일",09:00,18:00,00:00,00:00,00:00,00:00,104,40498,12,407,5,14,대전광역시 동구 백룡로 16,대전 동구,042-259-7411,1010,,http://gaolib.donggu.go.kr/,36.335457,127.448654,2018-02-19,
책나무도서관(산격동),대구광역시,북구,작은도서관,"토, 일, 법정공휴일",13:00,19:30,00:00,00:00,00:00,00:00,45,6000,0,0,0,0,대구광역시 북구 동북로163(산격동) 산격대우아파트 201동 308호,,053-944-8767,,92.25,,35.899975,128.610122,2018-02-14,
신율봉도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,121,59601,35,47,4,10,충청북도 청주시 흥덕구 신율로 153번길 16,청주시 도서관평생학습본부,043-201-4225,1236.9,990.64,library.cheongju.go.kr/lib-sy,36.631357,127.446463,2018-01-01,
시립도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,662,241064,200,79060,4,10,충청북도 청주시 상당구 용암로 55,청주시 도서관평생학습본부,043-201-4062,11040.5,5370,library.cheongju.go.kr/lib-cj/index.do,36.612477,127.505767,2018-01-01,
상당도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,330,98126,114,8,4,10,충청북도 청주시 상당구 대성로 195,청주시 도서관평생학습본부,043-201-4091,3.81,1184.29,library.cheongju.go.kr/lib-sd,36.646113,127.490204,2018-01-01,
청원도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,392,111356,118,47,4,10,충청북도 청주시 청원구 사뜸로61번길 88-14,청주시 도서관평생학습본부,043-201-4122,6896,2623.63,library.cheongju.go.kr/lib-cw/index.do,36.666347,127.475099,2018-01-01,
오창호수도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,430,70176,109,2061,4,10,충청북도 청주시 청원구 오창공원로 102,청주시 도서관평생학습본부,043-201-4231,9368,8338.5,library.cheongju.go.kr/lib-hs/index.do,36.713067,127.424016,2018-01-01,
오창도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,148,71584,79,0,4,10,충청북도 청주시 청원구 두릉유리로 1141-10,청주시 도서관평생학습본부,043-201-4142,2739,1781.09,library.cheongju.go.kr,36.744349,127.454551,2018-01-01,
오송도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,375,71951,102,0,4,10,충청북도 청주시 흥덕구 오송생명1로 180,청주시 도서관평생학습본부,043-201-4167,1156.65,2752,library.cheongju.go.kr/lib-os,36.635004,127.323307,2018-01-01,
서원도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,346,86807,93,1153,4,10,충청북도 청주시 서원구 분평로 35,청주시 도서관평생학습본부,043-201-4182,2692,2365,library.cheongju.go.kr/lib-sw/index.do,36.626777,127.484636,2018-01-01,
사랑의 카페,광주광역시,북구,작은도서관,없음,09:00,18:00,09:00,18:00,00:00,00:00,60,2900,0,0,3,7,광주광역시 북구 설죽로471번길 46(삼각동),,,,148.5,,,,2017-09-21,
흥덕도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,231,102547,105,566,4,10,충청북도 청주시 흥덕구 증안로 90번길 34,청주시 도서관평생학습본부,043-201-4208,2950,2480,library.cheongju.go.kr/lib-hd,36.634494,127.432103,2018-01-01,
강내도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,127,63400,93,0,4,10,충청북도 청주시 흥덕구 강내면 가로수로 568,청주시 도서관평생학습본부,043-201-4043,1626,605.08,library.cheongju.go.kr/lib-gn/index.do,36.623808,127.362189,2018-01-01,
충주시립도서관,충청북도,충주시,공공도서관,매주 월요일,09:00,22:00,09:00,18:00,09:00,18:00,517,378786,117,10175,5,14,충청북도 충주시 예성로 207,시립도서관,043-850-3971,13372,7298,lib.chung.go.kr,37.160015,127.450014,2018-01-01,
제천시립도서관,충청북도,제천시,공공도서관,"매주 월요일, 법정공휴일",09:00,23:00,09:00,23:00,09:00,23:00,156,268031,73,10055,5,7,충청북도 제천시 내제로318,충청북도 제천시청,043-646-2019,15331,2883,www.jecheon.go.kr/jclib,37.155111,128.210267,2018-01-01,
의병도서관,충청북도,제천시,공공도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,20:00,09:00,20:00,10,15141,0,167,5,7,충청북도 제천시 내제로318,충청북도 제천시청,043-641-9726,0,1864,www.jecheon.go.kr/jclib,37.155111,128.210267,2018-01-01,
제천여성도서관,충청북도,제천시,공공도서관,"매주 월요일, 법정공휴일",09:00,23:00,09:00,23:00,09:00,23:00,144,66308,36,0,5,7,충청북도 제천시 독순로 70,충청북도 제천시청,043-646-6561,344,964,www.jecheon.go.kr/jclib,37.138887,128.210640,2018-01-01,
봉양도서관,충청북도,제천시,공공도서관,"매주 월요일, 법정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,48,55736,12,397,5,7,충청북도 제천시 주포로 8길 3-1,충청북도 제천시청,043-646-2018,1006,991,www.jecheon.go.kr/jclib,37.132154,128.124370,2018-01-01,
기적의도서관,충청북도,제천시,어린이도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,180,99489,37,4401,10,7,충청북도 제천시 용두천로38길 30(고암동),책읽는사회문화재단,043-644-1215,4966,929.05,www.kidslib.org,37.155157,128.219875,2018-01-01,
옥천군민도서관,충청북도,옥천군,공공도서관,"매주 월요일, 공휴일",07:00,22:00,07:00,22:00,07:00,22:00,102,53480,77,7832,5,14,충청북도 옥천군 옥천읍 관성로4길 10,충청북도 옥천군청,043-730-3611,4456,475.2,lib.oc.go.kr,36.300438,127.572495,2018-01-01,
괴산도서관,충청북도,괴산군,공공도서관,"매월 첫째, 셋째 월요일, 일요일을 제외한 관공서의 공휴일",09:00,18:00,09:00,18:00,09:00,18:00,344,74245,20,2255,5,14,충청북도 괴산군 괴산읍 읍내로 12길 38,괴산도서관,043-833-3200,3123,1874,www.gsl.go.kr,36.810712,127.792266,2018-01-01,
금왕도서관,충청북도,음성군,공공도서관,매주월요일  국가지정공휴일,08:00,22:00,08:00,22:00,08:00,22:00,170,66226,10,2346,5,14,충청북도 음성군 금왕읍 응천서길 27번길 33,충청북도 음성교육지원청,043-877-8762,3294,1556,www.kwlib.go.kr,36.967358,127.485025,2018-01-01,
대소도서관,충청북도,음성군,공공도서관,매주월요일  국가지정공휴일,09:00,22:00,09:00,22:00,09:00,22:00,100,38754,11,615,5,14,충청북도 음성군 대소면 오태로 80-14,충청북도 음성군청,043-877-1630,863,752,lib.eumseong.go.kr,36.939658,127.693614,2018-01-01,
감곡도서관,충청북도,음성군,공공도서관,매주월요일  국가지정공휴일,09:00,22:00,09:00,22:00,09:00,22:00,160,26172,20,371,5,14,충청북도 음성군 감곡면 장감로 131번길8,충청북도 음성군청,043-877-9685,2201,1331,lib.eumseong.go.kr,36.967456,127.484946,2018-01-01,
음성도서관,충청북도,음성군,공공도서관,매주월요일  국가지정공휴일,08:00,22:00,08:00,22:00,08:00,22:00,255,53662,10,1200,5,14,충청북도 음성군 음성읍 시장로 126길 29,충청북도 음성교육지원청,043-873-2977,1540,1325,www.uslib.go.kr,36.939620,127.693585,2018-01-01,
