야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,
옥화자연휴양림 국민여가오토캠핑장,자동차야영장,36.5996736,127.6924159,충청북도 청주시 상당구 미원면 운암옥화길 140,충청북도 청주시 상당구 미원면 운암리 산61-2외 4필지,043-270-7384,40,12500,118.6,300,34,관리실+화장실+샤워실+개수대,전기시설+잔불처리시설+방송시설+CCTV+구급약품+소화기,,365일,20000원~35000원,043-201-2044,청주시 관광과,2018-02-01,
문암생태공원 캠핑장,야영장,36.6771174,127.4444452,충청북도 청주시 흥덕구 무심서로 1097,충청북도 청주시 흥덕구 원평동 72-1외 18필지,043-201-0732,28,6170,36,110,100,관리실+화장실+세면실,전기시설+잔불처리시설+방송시설+소화기,,365일,8000원~10000원,043-201-2044,청주시 관광과,2018-02-01,
㈜농업법인 한국영농 오토캠핑장,자동차야영장,36.7734664,127.5055951,충청북도 청주시 청원구 오창읍 여천3길 235,충청북도 청주시 청원구 오창읍 여천리 35-5외 5필지,043-252-1515,15,4894,434.67,60,15,관리실+화장실+샤워실+개수대,전기시설+잔불처리시설+방송시설+CCTV+소화기,,365일,35000원,043-201-2044,청주시 관광과,2018-02-01,
청주키즈캠핑장,야영장,36.6553562,127.5738655,충청북도 청주시 상당구 낭성면 갈산1길 19,충청북도 청주시 상당구 낭성면 갈산리 341-1,043-201-2044,43,9973,245.32,220,14,관리실+화장실+샤워실+매점,전기시설+잔불처리시설+메가폰+소화기+구급약품,,365일,38000원~48000원,043-201-2044,청주시 관광과,2018-02-01,
늘푸른캠핑장,야영장,37.6354476,127.1320925,경기도 구리시 동구릉로459번길 181,경기도 구리시 사노동 산175-140,,15,2827,168.42,60,8,"화장실, 샤워실, 식기세척장, 전기서설","소화기, CCTV, 방송시설",글램핑 10동,14:00 ~11:00,"글램핑 100,000원, 일반 50,000원",031-550-3788,구리시,2017-11-17,
구리 토평 가족캠핑장,자동차야영장,37.5863398,127.1583988,경기도 구리시 왕숙천로 11-140,경기도 구리시 토평동 51-6,031-550-3788,29,4882,96.4,194,29,"화장실, 샤워실, 식기세척장, 전기서설","소화기, CCTV, 방송시설",,14:00 ~11:00,25000원,031-550-3788,구리시,2017-11-17,
주천강자연휴양림,야영장,37.460649,128.203671,강원도 횡성군 둔내면 강변로영랑6길 115,강원도 횡성군 둔내면 영랑리 산10-1,033-345-7575,35,6127,,140,,"화장실, 샤워실, 개수대",소화기,,,,033-340-2545,강원도 횡성군,2017-11-20,
에코유 캠핑장,야영장,37.864585,127.107399,경기도 동두천시 천보산로359번길 57,경기도 동두천시 탑동동 495-8,070-8839-3700,38,16625,410,200,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+관리요원,방가로 5동,,,031-860-2067,경기도 동두천시청,2018-02-13,
산야초 자연 캠핑장,야영장,37.904775,127.107865,경기도 동두천시 쇠목길 320,경기도 동두천시 광암동 75-5,031-868-6225,35,9655,365.47,200,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+관리요원,숙박실 5동,,,031-860-2067,경기도 동두천시청,2018-02-13,
온새미캠핑장,야영장,37.879522,127.097668,경기도 동두천시 천보산로 537,경기도 동두천시 탑동동 647,000-0000-0000,8,1565,69.7,50,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+관리요원,,,,031-860-2067,경기도 동두천시청,2018-02-13,
놀터글램핑,야영장,37.941381,127.052425,경기도 동두천시 신천로 274-57,경기도 동두천시 상봉암동 171,000-0000-0000,5,2406,237.96,50,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+관리요원,글램핑 6동,,,031-860-2067,경기도 동두천시청,2018-02-13,
산촌캠핑장,야영장,37.900889,127.120696,경기도 동두천시 탑신로 237번길 111,경기도 동두천시 탑동동 279-1,000-0000-0000,21,3545,434.91,100,21,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+관리요원,,,,031-860-2067,경기도 동두천시청,2018-02-13,
파라다이스캠핑장,야영장,37.891305,127.127582,경기도 동두천시 탑신로 368,경기도 동두천시 탑동동 208-6,000-0000-0000,13,1049,99.6,50,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+관리요원,,,,031-860-2067,경기도 동두천시청,2018-02-13,
벌곡오토캠핑장,자동차야영장,36.1922289,127.2912826,충청남도 논산시 수락로517번길 36-5,충청남도 논산시 벌곡면 대덕리 346,000-0000-0000,35,3100,214,100,12,상하수도+전기+화장실,소화기+방송장비,,,"비수기(주중, 주말 30,000원), 성수기(주말, 주중, 휴일 40,000원)",041-746-5404,논산시청,2018-02-13,
유토피아오토캠핑장,자동차야영장,36.1935887,127.2909501,충청남도 논산시 벌곡면 수락로 669-54,충청남도 논산시 벌곡면 대덕리 222-1,000-0000-0000,31,12367,330,128,10,상하수도+전기+화장실,소화기+방송장비,,,"비수기(주중, 주말 30,000원), 성수기(주말, 주중, 휴일 40,000원)",041-746-5404,논산시청,2018-02-13,
아트캠핑빌리지,야영장,36.2636694,127.1517943,충청남도 논산시 상월면 한천길 15-11,충청남도 논산시 상월면 한천리 265,000-0000-0000,20,2956,195,140,20,상하수도+전기+화장실,소화기+방송장비,취사및샤워시설,,"비수기(주중 32,000원 주말 36,000원), 성수기(주말 40,000원, 주중, 휴일 45,000원)",041-746-5404,논산시청,2018-02-13,
꿈꾸는 시계,야영장,36.1878969,127.2883053,충청남도 논산시 벌곡면 수락로443번길49,충청남도 논산시 벌곡면 대덕리 491-1,000-0000-0000,19,7000,1200,76,19,상하수도+전기+화장실,소화기+방송장비,취사 및 샤워시설,,"객실타입 온돌(패밀리형:원룸), 4인 기준(비수기 주중 120,000원, 주말 150,000원), 성수기(200,000원)객실타입 온돌(패밀리형:투룸), 6인 기준(비수기 주중 150,000원, 주말 180,000원), 성수기(250,000원)객실타입 온돌(패밀리형:쓰리룸), 10인 기준(비수기 주중 180,000원, 주말 230,000원), 성수기(300,000원)객실타입 온돌(골드 패밀리형:단독2층), 20인 기준(비수기 주중 300,000원, 주말 400,000원), 성수기(500,000원)",041-746-5404,논산시청,2018-02-13,
나그네캠핑장,야영장,36.2666566,127.1886239,충청남도 논산시 연산면 선리로866번길 166-12,충청남도 논산시 연산면 어은리 23-7,000-0000-0000,18,1900,103,80,18,상하수도및전기화장실,소화기 및 방송장비,취사시설,,"비수기(주중, 주말 30,000원), 성수기(주말, 주중, 휴일 35,000원)",041-746-5404,논산시청,2018-02-13,
수락베이스캠프,야영장,36.1442833,127.3049528,충청남도 논산시 벌곡면 수락계곡길 242,충청남도 논산시 벌곡면 수락리 118-4,000-0000-0000,5,759,140,20,4,상하수도+전기+화장실,소화기+방송장비,취사시설,,"글램핑 : 4동, 7인용, 비수기(주중 80,000원, 주말 100,000원), 성수기(주중, 주말 150,000원)민박 : 2동, 8인용, 비수기(주중, 주말 100,000원), 성수기(주중, 주말 150,000원)",041-746-5404,논산시청,2018-02-13,
연산황산벌 오토캠핑장,자동차야영장,36.187492,127.2315505,충청남도 논산시 연산면 연산사계7길 16,충청남도 논산시 연산면 신양리 18,000-0000-0000,13,3963,316,60,11,상하수도+전기+화장실,소화기+방송장비,취사시설,,"비수기(주중, 주말 40,000원), 성수기(주말, 주중, 휴일 40,000원)",041-746-5404,논산시청,2018-02-13,
논산 탑정호 글램핑,야영장,36.1751771,127.1537628,충청남도 논산시 가야곡면 탑정로 852-4,충청남도 논산시 가야곡면 종연리 238-7,000-0000-0000,10,1122,36,50,10,상하수도+전기+화장실,소화기 및 방송장비,취사 및 샤워시설,,"글램핑(비수기 주중, 주말 100,000원), 성수기(주중,주말 120,000원)오토캠핑(비수기, 성수기 주중, 주말, 휴일 30,000원)",041-746-5404,논산시청,2018-02-13,
팜스퀘어 하늘타리,야영장,37.3839592,127.5006482,경기도 여주시 금사면 금품2로 835-64,경기도 여주시 금사면 도곡리 241-1번지,031-000-0000,16,5927,368,40,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장+놀이터,,"28,000원",031-887-3573,경기도 여주시청,2017-11-20,
이포보 오토 캠핑장,자동차야영장,37.386255,127.549034,경기도 여주시 여양로 1935-67,,031-883-6384,60,35262,237,180,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,배드민턴장+족구장+운동시설,,"25,000원",031-887-3573,경기도 여주시청,2017-11-20,
오름새 관광농원,자동차야영장,37.4119574,127.4427861,경기도 여주시 산북면 송현길 111-29,,031-885-2820,5,5020,278,20,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"35,000원",031-887-3573,경기도 여주시청,2017-11-20,
여주 카라반 체험장,자동차야영장,37.2380014,127.6840202,경기도 여주시 점동면 선사로321,경기도 여주시 점동면 흔암리 14-21번지,031-883-8846,8,4917,95,20,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"75,000~315,000원",031-887-3573,경기도 여주시청,2017-11-20,
여주산촌관광농원,자동차야영장,37.4035884,127.4907036,경기도 여주시 금사면 금품1로 552,경기도 여주시 금사면 상호리 29-2번지,031-000-0000,20,3618,265,80,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"20,000~350,000원",031-887-3573,경기도 여주시청,2017-11-20,
이포보 웰빙캠핑장,야영장,37.392185,127.550931,경기도 여주시 여양로 1935-67,,031-883-6384,65,25296,188,200,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"15,000원",031-887-3573,경기도 여주시청,2017-11-20,
금은모래 캠핑장,야영장,37.2932993,127.6660796,경기도 여주시 강변유원지길 105,경기도 여주시 연양동 304-8번지,031-880-4095,91,24700,743,250,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,물놀이장,,"20,000~30,000원",031-887-3573,경기도 여주시청,2017-11-20,
팜스퀘어,야영장,37.267556,127.6516939,경기도 여주시 능현2길 59-46,경기도 여주시 능현동 343번지,031-000-0000,35,5431,300,100,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장+매점,,"28,000원",031-887-3573,경기도 여주시청,2017-11-20,
해여림 빌리지,야영장,37.3921996,127.4376002,경기도 여주시 산북면 해여림로 78,경기도 여주시 산북면 상품리 448번지,031-882-1700,42,12144,1203,120,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,간이놀이터+편의점,,"40,000~50,000원",031-887-3573,경기도 여주시청,2017-11-20,
파인 관광농원,야영장,37.2142531,127.5318192,경기도 여주시 가남읍 경충대로 1483-25,경기도 여주시 가남읍 신해리 649-10번지,031-883-7103,4,2781,48,20,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장,,"110,000~130,000원",031-887-3573,경기도 여주시청,2017-11-20,
흙의 사랑 캠핑장,야영장,37.3036083,127.5816441,경기도 여주시 능서면 중부대로 2545-74,경기도 여주시 능서면 번도리 239-1번지,070-4633-2899,43,7685,196,120,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장+매점,,"35,000원",031-887-3573,경기도 여주시청,2017-11-20,
추억 만들기 캠핑장,야영장,37.3482716,127.7168184,경기도 여주시 북내면 당전로 470,경기도 여주시 북내면 중암리 417-2번지,031-000-0000,18,3070,248,50,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,매점,,"30,000원",031-887-3573,경기도 여주시청,2017-11-20,
호수산장 관광농원,야영장,37.2320033,127.5418144,경기도 여주시 가남읍 신해1길 95-52,경기도 여주시 가남읍 신해리 222번지,031-882-9779,12,6849,423,35,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"35,000~40,000원",031-887-3573,경기도 여주시청,2017-11-20,
여주참숯마을 캠핑장,야영장,37.2888893,127.6997138,경기도 여주시 강천면 걸촌동길 38,경기도 여주시 강천면 이호리 65-7번지,031-886-1119,56,7094,163,150,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장+매점+식당+찜질방,,"25,000~40,000원",031-887-3573,경기도 여주시청,2017-11-20,
두리캠핑장,야영장,37.3540447,127.5072904,경기도 여주시 흥천면 이여로 778-10,경기도 여주시 흥천면 상대리 산60-11번지,031-000-0000,21,3570,77.5,100,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+메가폰+CCTV,간이물놀이장+매점,,"50,000원(1박)",031-887-3573,경기도 여주시청,2017-11-20,
스카이 글램핑,야영장,37.726519,127.2967713,경기도 남양주시 수동면 지둔로445번안길 10-6,경기도 남양주시 수동면 지둔리 246번지,031-000-0000,9,1454,98.46,27,9,-,-,-,24시,-,031-000-0000,민간,2017-04-27,
포천자연마을 서울캠핑장,야영장,38.1237492,127.2524313,경기도 포천시 관인면 북원로 371-115,경기도 포천시 관인면 사정리 140번지,031-533-9535,25,,,100,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광사업과),2017-11-21,
깊이울 달빛 캠핑장,야영장,37.9212997,127.169031,경기도 포천시 신북면 깊이울로 204,경기도 포천시 신북면 심곡리 734-3,031-000-0000,19,,,76,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광사업과),2017-11-21,
포천이동 생태공원 캠핑장,야영장,38.0363449,127.3660531,경기도 포천시 이동면 성장로1289번길 63,경기도 포천시 이동면 장암리 613-1,031-538-4552,13,,,52,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광사업과),2017-11-21,
명덕 관광농원,야영장,37.8876349,127.2856221,경기도 포천시 화현면 봉화로 400-150,경기도 포천시 화현면 명덕리 10-8,031-000-0000,27,,,108,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광사업과),2017-11-21,
유식물원 관광농원,야영장,37.9747938,127.1508039,경기도 포천시 신북면 간자동길 138-100,경기도 포천시 신북면 삼정리 146-1번지,031-000-0000,26,,,104,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광사업과),2017-11-21,
풍혈산캠핑장,야영장,38.0142356,127.2953427,경기도 포천시 일동면 성장로 397,경기도 포천시 일동면 수입리 903,031-000-0000,31,,,124,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광사업과),2017-11-21,
광릉솔개캠핑장,야영장,37.7638752,127.1438914,경기도 포천시 소흘읍 광릉수목원로779번길,경기도 포천시 소흘읍 이곡리 524-3,031-544-1260,36,,,144,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광사업과),2017-11-21,
