지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
동대문성곽공원,지진대피소,옥외대피소,공원,서울특별시 종로구 종로6가 70,,37.572179,127.009045,11519,4000,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
매동초등학교,지진대피소,옥외대피소,학교,서울특별시 종로구 사직로9길 19(필운동),,37.577191,126.966852,2800,848,Y,02-737-5083,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
명륜공원,지진대피소,옥외대피소,공원,서울특별시 종로구 혜화로9길 24-9,서울특별시 종로구 명륜1가 23-9,37.5880158,126.998236,1149,400,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
명신초등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 낙산길 250,,37.5812388,127.013953,2520,763,Y,02-766-1415,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
내수1근린공원,지진대피소,옥외대피소,공원,서울특별시 종로구 경희궁4길,서울특별시 종로구 내수동 71-2,37.573664,126.970521,2392,725,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
무악공원,지진대피소,옥외대피소,공원,서울특별시 종로구 통일로18가길 2,서울특별시 종로구 무악동 산 2-83,37.577439,126.960618,1050,318,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
무악동쉼터,지진대피소,옥외대피소,공원,서울특별시 종로구 통일로18길 65,서울특별시 종로구 무악동 75-3,37.576556,126.960706,2714,822,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
배화여자고등학교,지진대피소,옥외대피소,학교,서울특별시 종로구 필운대로1길 34(필운동),,37.578486,126.966855,1700,515,Y,02-724-0303,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
사직공원,지진대피소,옥외대피소,공원,서울특별시 종로구 사직로9길 5,서울특별시 종로구 사직동 1-28,37.575771,126.967572,55215,16732,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
삼청공원,지진대피소,옥외대피소,공원,서울특별시 종로구 북촌로 134-1,,37.589404,126.980345,378440,114680,Y,02-2148-4150,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
상명대학교사범대학부속여자중고등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 홍지문2길 20,,37.603563,126.953789,5053,1531,Y,02-396-6300,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
상명대학교사범대학부속초등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 홍지문2길 1,,37.601165,126.9567080,633,192,Y,02-395-0676,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
서울농학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 필운대로 103,,37.584774,126.968505,4620,1400,Y,02-737-0659,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
서울사대부설여자중학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 대학로 64,,37.577264,127.003869,1920,582,Y,02-762-5251,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
서울예술고등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 평창문화로 70,서울특별시 종로구 평창동 217,37.60572574,126.9685869,4473,1355,Y,02-2287-0500,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
서울재동초등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 북촌로4길7,,37.5799027,126.9855858,1023,309,Y,02-763-1812,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
세검정초등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 세검정로 9길 1,,37.603686,126.961033,3000,900,Y,02-394-5005,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
수도교회,지진대피소,옥외대피소,기타,서울특별시 종로구 인왕산로1길 11,,37.574766,126.965217,64,19,Y,02-737-0226,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
숭인공원,지진대피소,옥외대피소,공원,서울특별시 종로구 동망산길 150,서울특별시 종로구 숭인동 58,37.576789,127.017649,4064,1231,Y,02-2148-2844,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
연지공원,지진대피소,옥외대피소,공원,서울특별시 종로구 율곡로 200,서울특별시 종로구 연지동 1-38,37.575961,127.000783,2827,790,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
올림픽기념국민생활관,지진대피소,옥외대피소,기타,서울특별시 종로구 성균관로91,,37.590648,126.998772,1152,349,Y,02-745-6701,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
와룡공원,지진대피소,옥외대피소,공원,서울특별시 종로구 명륜3가산2-14,,37.5908600,126.998772,204369,72000,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
운현초등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 평창동 568-2,,37.575716,126.988142,1853,200,Y,02-765-0895,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
원서공원,지진대피소,옥외대피소,공원,서울특별시 종로구 창덕궁길 19,,37.5783244,126.9885598,10000,3000,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
월암공원,지진대피소,옥외대피소,공원,서울특별시 종로구 송월길1-44,,37.588926,126.9624300,10662,3231,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
종로산업정보학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 종로58길 28,,37.572623,127.017303,1290,390,Y,02-2237-0465,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
중앙고등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 창덕궁길 164,,37.584897,126.9870352,11000,3000,Y,02-742-1321,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
지봉골공원,지진대피소,옥외대피소,공원,서울특별시 종로구 지봉로13길 14,서울특별시 종로구 창신동 산6-25,37.581291,127.013028,2508,760,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
참샘골공원,지진대피소,옥외대피소,공원,서울특별시 종로구 평창길 269,서울특별시 종로구 평창동 470,37.615157,126.974588,2737,829,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
창신공원,지진대피소,옥외대피소,공원,서울특별시 종로구 지봉로13길 50,서울특별시 종로구 창신동 23-362,37.578208,127.012921,710,215,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
창신초등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 지봉로 73,,37.577158,127.015323,4000,1200,Y,02-763-3160,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
청운중학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 창의문로 51,,37.588825,126.970993,9497,2878,Y,02-737-0582,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
청운초등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 자하문로 105,,37.585477,126.969476,7344,2226,Y,02-737-0218,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
탑골공원,지진대피소,옥외대피소,공원,서울특별시 종로구 종로 99,서울특별시 종로구 종로2가 38-1,37.571409,126.988362,19534,5920,Y,02-2148-4176,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
평창공원,지진대피소,옥외대피소,공원,서울특별시 종로구 평창문화로 170,서울특별시 종로구 평창동 108-3,37.610104,126.977428,1117,338,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
효제초등학교,지진대피소,옥외대피소,운동장,서울특별시 종로구 대학로 12,서울특별시 종로구 효제동 255-4,37.5728828,127.002939,578,175,Y,02-741-7461,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
후창공원,지진대피소,옥외대피소,공원,서울특별시 종로구 평창길 84,서울특별시 종로구 평창동 568-2,37.610115,126.977198,1920,582,Y,02-2148-2842,,별도 지구지정사항 없음,,,,미적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
경기상업고등학교(식당),지진대피소,실내대피소,학교,서울특별시 종로구 자하문로 136,,37.588825,126.9697724,1099,333,Y,02-737-6490,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
"경복고등학교(교사3호관, 강당)",지진대피소,실내대피소,학교,서울특별시 종로구 자하문로28가길 9,,37.587176,126.9692261,9044,2741,Y,02-737-3083,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
교남동주민센터,지진대피소,실내대피소,기타,서울특별시 종로구 송월길154,,37.571832,126.961982,313,94,Y,02-2148-5195,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
매동초등학교(체육관),지진대피소,실내대피소,학교,서울특별시 종로구 사직로9길 19,,37.577191,126.966852,703,210,Y,02-737-4263,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
무악동 주민센터,지진대피소,실내대피소,기타,서울특별시 종로구 통일로14길 30,서울특별시 종로구 무악동 60-2,37.5758160081,126.958109,1200,300,Y,02-2148-5150,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
무악동노인복지센터,지진대피소,실내대피소,기타,서울특별시 종로구 통일로14길 30,,37.5758160081,126.958109,768,120,Y,02-2148-5150,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
서울과학고(창의인재관 -영재동),지진대피소,실내대피소,학교,서울특별시 종로구 혜화로 63,,37.57331394,126.9982134,610,184,Y,02-740-6299,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
서울독립문초등학교,지진대피소,실내대피소,학교,서울특별시 종로구 통일로12길 23,,37.574258,126.960284,555,160,Y,02-737-4684,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
숭인제1동주민센터,지진대피소,실내대피소,기타,서울특별시 종로구 지봉로 86,,37.57783614,127.0156329,770,233,Y,02-2148-5492,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
아름꿈도서관,지진대피소,실내대피소,기타,서울특별시 종로구 종로58가길 19,,37.5726217,127.0170297,63959,193,Y,02-2237-6644,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
올림픽기념 국민생활관,지진대피소,실내대피소,기타,서울특별시 종로구 성균관로 91,,37.590648,126.998772,7746,1924,Y,02-745-6701,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
재동초등학교(본관동),지진대피소,실내대피소,학교,서울특별시 종로구 북촌로4길7,,37.5799027,126.9855858,2277,688,Y,02-763-1812,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
종로56가동주민센터,지진대피소,실내대피소,기타,서울특별시 종로구 35가길 19,서울특별시 종로구 효제동 173-2,37.572279,127.004871,1528,510,Y,02-2148-5272,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
종로구민회관,지진대피소,실내대피소,기타,서울특별시 종로구 지봉로5길 7-5,,37.5734636,127.0143719,289,953,Y,02-3672-2530,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
종로노인종합복지관,지진대피소,실내대피소,기타,서울특별시 종로구 율곡로19길17-8,,37.576821,127.006002,389,109,Y,02-742-9500,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
종로문화체육센터,지진대피소,실내대피소,체육관,서울특별시 종로구 인왕산로 1길 21,,37.57413218,126.9646247,2167,1029,Y,02-732-9393,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
창신제3동주민센터,지진대피소,실내대피소,기타,서울특별시 종로구 지봉로 87(창신동),,37.578091,127.014797,119,39,Y,02-2148-5452,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
"청운중학교(체육관, 급식실)",지진대피소,실내대피소,체육관,서울특별시 종로구 창의문로 51,,37.588825,126.970993,1915,580,Y,02-737-0582,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
서울과학고(융합인재관 -과학동),지진대피소,실내대피소,학교,서울특별시 종로구 혜화로 63,,37.591826,126.998388,1166,353,Y,02-740-6299,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
청운초등학교(교사동),지진대피소,실내대피소,학교,서울특별시 종로구 자하문로 105,,37.585477,126.969476,12957,3926,Y,02-737-0218,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
평창동주민센터,지진대피소,실내대피소,기타,서울특별시 종로구 세검정로 347,,37.60637069,126.9683982,1797,520,Y,02-2148-5142,,별도 지구지정사항 없음,,,,적용,,,,,,,종로구청,02-2148-2483,2018-08-14,3000000,서울특별시 종로구,
