주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
138-4-000064,한양주차장,민영,노외,부산광역시 해운대구 재송1동1087-1,부산광역시 해운대구 재송1동1087-1,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,30,1000,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1868263956,129.124196023,2018-08-10,3330000,부산광역시 해운대구,
138-4-000065,GS타임즈 해운대 제2,민영,노외,부산광역시 해운대구 우1동762-46,부산광역시 해운대구 우1동762-46,18,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,20,1000,0,0,0,0,,카드,카드전용,부산광역시 해운대구,051-749-4554,35.1593967933,129.153509036,2018-08-10,3330000,부산광역시 해운대구,
138-4-000066,행운주차장,민영,노외,부산광역시 해운대구 반여1동873,부산광역시 해운대구 반여1동873,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,10,2000,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.2086566846,129.124141036,2018-08-10,3330000,부산광역시 해운대구,
138-4-000067,해동주차장,민영,노외,부산광역시 해운대구 우1동381-1,부산광역시 해운대구 우1동381-1,16,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1687839232,129.156298254,2018-08-10,3330000,부산광역시 해운대구,
138-4-000068,강남주차장,민영,노외,부산광역시 해운대구 반송1동250-1751,부산광역시 해운대구 반송1동250-1751,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.2215648744,129.152076005,2018-08-10,3330000,부산광역시 해운대구,
138-4-000069,해운대비치주차장,민영,노외,부산광역시 해운대구 우1동649-1,부산광역시 해운대구 우1동649-1,17,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,3000,30,1500,0,30000,,현금,,부산광역시 해운대구,051-749-4554,35.1593075977,129.15649573,2018-08-10,3330000,부산광역시 해운대구,
138-4-000070,대천주차장,민영,노외,부산광역시 해운대구 좌2동1482-4,부산광역시 해운대구 좌2동1482-4,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1677607895,129.178017526,2018-08-10,3330000,부산광역시 해운대구,
138-4-000071,진영주차장,민영,노외,"부산광역시 해운대구 좌2동1480-2,3","부산광역시 해운대구 좌2동1480-2,3",32,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.168560145,129.177463803,2018-08-10,3330000,부산광역시 해운대구,
138-4-000072,지에스타임즈스테이션센텀필주차장,민영,노외,부산광역시 해운대구 재송1동12201221,부산광역시 해운대구 재송1동12201221,290,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,30,1000,0,20000,70000,현금,,부산광역시 해운대구,051-749-4554,,,2018-08-10,3330000,부산광역시 해운대구,
138-4-000073,해운대온천센터주차장,민영,노외,부산광역시 해운대구 중1동1370-7외 8필지,부산광역시 해운대구 중1동1370-7외 8필지,61,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,4000,30,2000,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1633225928,129.165209388,2018-08-10,3330000,부산광역시 해운대구,
138-4-000074,신리주차장,민영,노외,부산광역시 해운대구 반송2동788-15외2,부산광역시 해운대구 반송2동788-15외2,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1000,0,0,0,0,50000,현금,,부산광역시 해운대구,051-749-4554,35.2308663621,129.15298947,2018-08-10,3330000,부산광역시 해운대구,
138-4-000075,센텀Q주차장,민영,노외,부산광역시 해운대구 우2동1483,부산광역시 해운대구 우2동1483,399,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,0,0,0,10000,100000,현금,,부산광역시 해운대구,051-749-4554,35.1729558053,129.131587697,2018-08-10,3330000,부산광역시 해운대구,
138-4-000076,코리아주차장,민영,노외,부산광역시 해운대구 중1동204-4,부산광역시 해운대구 중1동204-4,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1704897374,129.172181683,2018-08-10,3330000,부산광역시 해운대구,
138-4-000077,KT해운대지점주차장,민영,노외,부산광역시 해운대구 우1동548,부산광역시 해운대구 우1동548,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,10,500,0,10000,,현금,,부산광역시 해운대구,051-749-4554,35.1634213233,129.160488996,2018-08-10,3330000,부산광역시 해운대구,
138-4-000078,대형주차장,민영,노외,"부산광역시 해운대구 우1동 700,701-2,701-3,702","부산광역시 해운대구 우1동 700,701-2,701-3,702",149,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,3000,20,1000,0,15000,,현금,,부산광역시 해운대구,051-749-4554,,,2018-08-10,3330000,부산광역시 해운대구,
138-4-000079,조방주차장,민영,노외,부산광역시 해운대구 좌1동815-40,부산광역시 해운대구 좌1동815-40,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1732761258,129.172378745,2018-08-10,3330000,부산광역시 해운대구,
138-4-000080,동백주차장,민영,노외,부산광역시 해운대구 우1동542-6,부산광역시 해운대구 우1동542-6,16,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,30,1500,0,15000,100000,현금,,부산광역시 해운대구,051-749-4554,35.1619534546,129.159524011,2018-08-10,3330000,부산광역시 해운대구,
138-4-000081,동백섬주차장,민영,노외,"부산광역시 해운대구 우1동747-5,-6,-9,-10-11","부산광역시 해운대구 우1동747-5,-6,-9,-10-11",78,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,60,6000,10,1000,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1571061556,129.152592769,2018-08-10,3330000,부산광역시 해운대구,
138-4-000082,하나주차장,민영,노외,부산광역시 해운대구 좌1동985-8,부산광역시 해운대구 좌1동985-8,19,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.172689664,129.17452736,2018-08-10,3330000,부산광역시 해운대구,
138-4-000083,IS프라자 근린상가주차장,민영,노외,부산광역시 해운대구 좌4동1431,부산광역시 해운대구 좌4동1431,297,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1500,10,500,0,8000,77000,현금,,부산광역시 해운대구,051-749-4554,35.1743031801,129.181813818,2018-08-10,3330000,부산광역시 해운대구,
138-4-000084,장산주차장,민영,노외,"부산광역시 해운대구 좌1동1463-1,2","부산광역시 해운대구 좌1동1463-1,2",47,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1717075066,129.175826931,2018-08-10,3330000,부산광역시 해운대구,
138-4-000085,우리주차장,민영,노외,부산광역시 해운대구 우1동541-1,부산광역시 해운대구 우1동541-1,10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,30,1000,0,10000,,현금,,부산광역시 해운대구,051-749-4554,35.1624914557,129.159472398,2018-08-10,3330000,부산광역시 해운대구,
138-4-000086,유로주차장,민영,노외,부산광역시 해운대구 우1동229-4,부산광역시 해운대구 우1동229-4,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,50000,현금,월주차만,부산광역시 해운대구,051-749-4554,35.1677953603,129.161201727,2018-08-10,3330000,부산광역시 해운대구,
138-4-000087,반송주차장,민영,노외,부산광역시 해운대구 반송1동250-2463,부산광역시 해운대구 반송1동250-2463,4,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.2206769488,129.149913401,2018-08-10,3330000,부산광역시 해운대구,
138-4-000088,1박2일주차장,민영,노외,부산광역시 해운대구 우1동640-3,부산광역시 해운대구 우1동640-3,6,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,30,1000,0,8000,,현금,,부산광역시 해운대구,051-749-4554,35.162235918,129.155809308,2018-08-10,3330000,부산광역시 해운대구,
138-4-000089,스카이문주차장,민영,노외,"부산광역시 해운대구 중2동1489-1, 1487-15","부산광역시 해운대구 중2동1489-1, 1487-15",41,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1586550007,129.182260372,2018-08-10,3330000,부산광역시 해운대구,
138-4-000090,개미주차장,민영,노외,"부산광역시 해운대구 우1동1366, 1369","부산광역시 해운대구 우1동1366, 1369",24,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,30,1500,0,0,,현금,,부산광역시 해운대구,051-749-4554,,,2018-08-10,3330000,부산광역시 해운대구,
138-4-000091,선수촌주차장,민영,노외,"부산광역시 해운대구 반여1동1445-1,2","부산광역시 해운대구 반여1동1445-1,2",7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1500,0,0,0,10000,70000,현금,,부산광역시 해운대구,051-749-4554,35.2007652309,129.120088536,2018-08-10,3330000,부산광역시 해운대구,
138-4-000092,삼성주차장,민영,노외,부산광역시 해운대구 반여1동1200-2,부산광역시 해운대구 반여1동1200-2,19,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,60,2000,30,1000,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.2028934829,129.118764912,2018-08-10,3330000,부산광역시 해운대구,
138-4-000093,경안주차장,민영,노외,부산광역시 해운대구 반여1동289번지외 2필지,부산광역시 해운대구 반여1동289번지외 2필지,36,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.2129128068,129.127884224,2018-08-10,3330000,부산광역시 해운대구,
138-4-000094,동해주차장,민영,노외,"부산광역시 해운대구 우1동520-23, 28, 38","부산광역시 해운대구 우1동520-23, 28, 38",6,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1659852087,129.1590161,2018-08-10,3330000,부산광역시 해운대구,
138-4-000095,광장주차장,민영,노외,부산광역시 해운대구 중1동1411-11,부산광역시 해운대구 중1동1411-11,57,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,2000,10,1000,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.159630642,129.163039798,2018-08-10,3330000,부산광역시 해운대구,
138-4-000096,신일주차장,민영,노외,부산광역시 해운대구 우동629-2,부산광역시 해운대구 우동629-2,24,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,2000,30,2000,0,15000,100000,현금,,부산광역시 해운대구,051-749-4554,35.1600057572,129.158177685,2018-08-10,3330000,부산광역시 해운대구,
138-4-000097,보성주차장,민영,노외,부산광역시 해운대구 반여동1136,부산광역시 해운대구 반여동1136,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,0,0,0,10000,60000,현금,,부산광역시 해운대구,051-749-4554,35.2086066741,129.116708654,2018-08-10,3330000,부산광역시 해운대구,
138-4-000098,현대주차장,민영,노외,부산광역시 해운대구 우동 541-16,부산광역시 해운대구 우동 541-16,18,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,10,500,0,0,,현금,,부산광역시 해운대구,051-749-4554,35.1622408196,129.159377983,2018-08-10,3330000,부산광역시 해운대구,
138-4-000099,기린주차장,민영,노외,부산광역시 해운대구 송정동 129-5,부산광역시 해운대구 송정동 129-5,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,30,1000,0,0,,현금,,부산광역시 해운대구,051-749-4555,35.1858887003,129.202882315,2018-08-10,3330000,부산광역시 해운대구,
333-1-000001,다향체육관외곽노상주차장,공영,노상,전라남도 보성군 보성읍 용문길 18,전라남도 보성군 보성읍 보성리 338,59,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,24시간 무료개방,전라남도 보성군청,061-850-5513,34.772813,127.094220,2018-04-03,4890000,전라남도 보성군,
333-1-000002,보성군청-동윤삼거리노상주차장,공영,노상,전라남도 보성군 보성읍 중앙로 98-1,전라남도 보성군 보성읍 보성리 767-13,105,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,24시간 무료개방,전라남도 보성군청,061-850-5513,34.770227,127.080665,2018-04-03,4890000,전라남도 보성군,
333-1-000003,신흥동산입구노상주차장,공영,노상,전라남도 보성군 보성읍 현충로 81,전라남도 보성군 보성읍 보성리 897-3,54,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,24시간 무료개방,전라남도 보성군청,061-850-5513,34.767235,127.080682,2018-04-03,4890000,전라남도 보성군,
333-1-000004,벌교신협앞노상주차장,공영,노상,전라남도 보성군 벌교읍 월곡길 6,전라남도 보성군 벌교읍 벌교리 623-7,15,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,24시간 무료개방,전라남도 보성군청,061-850-5513,34.844807,127.343466,2018-04-03,4890000,전라남도 보성군,
333-1-000005,벌교초등학교옆노상주차장,공영,노상,전라남도 보성군 벌교읍 월곡길 13,전라남도 보성군 벌교읍 벌교리 637,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,24시간 무료개방,전라남도 보성군청,061-850-5513,34.844130,127.342075,2018-04-03,4890000,전라남도 보성군,
333-1-000006,벌교천1길노상주차장,공영,노상,전라남도 보성군 벌교읍 벌교천1길 57,전라남도 보성군 벌교읍 벌교리 898,38,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,24시간 무료개방,전라남도 보성군청,061-850-5513,34.847431,127.342872,2018-04-03,4890000,전라남도 보성군,
333-1-000007,율포해변주차장,공영,노상,전라남도 보성군 회천면 남부관광로 2295,전라남도 보성군 회천면 율포리 400,56,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,24시간 무료개방,전라남도 보성군청,061-850-5513,34.668787,127.085492,2018-04-03,4890000,전라남도 보성군,
333-1-000008,다향각인근노상주차장,공영,노상,전라남도 보성군 회천면 녹차로 619,전라남도 보성군 회천면 영천리 산 3-18,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,24시간 무료개방,전라남도 보성군청,061-850-5513,34.706898,127.090297,2018-04-03,4890000,전라남도 보성군,
